Name,Star Rating,Verifed Review,Helpful Vote Count,Date,Author,Author Link,Review Link,Review Text
"Broke upon second use/ replaced immediately, great customer service",5,YES,5," April 3, 2017",joe benkert,https://amazon.com//gp/profile/amzn1.account.AEUAQAPLGIWP33T3CPICJFFZP6BA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RYBAY3RYNRIW5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,The second time I used this umbrella it opened with such force that it shot out of my hand and broke.After initial review I was contacted by the manufacturer via email.  And was informed that they were happy to replace my product immediately.
"Great folding umbrella, easy to use.  Stands up to Texas Thunderstorms.",5,YES,0," July 31, 2017",Kindle Customer,https://amazon.com//gp/profile/amzn1.account.AFVWQJXVPDNFZS56WM3NOJQCCDSA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R2RQAZB5BI1GP6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"I received this Repel Windproof Travel Umbrella at the perfect time with several days of summer thunderstorms for testing.  The easy open and close is a great feature and rain water shakes off very easily.  The easy close is maybe my favorite feature, this is usually when I get soaked closing the umbrella while closing the car door but with the Repel Windproof Travel Umbrella I can have the door cracked just a bit and use the auto close feature and recover the umbrella leaving my dry.  Even with gusty winds the umbrella stayed firmly open with no blow back when several other around me had failures with their umbrella s of several types."
"So far, so great.",5,YES,0," August 17, 2016",Joe,https://amazon.com//gp/profile/amzn1.account.AFMVCENNDTIA37IE3FAOVMH3STPA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RO0R7PY5V7122/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"One week after delivery, it began raining -- and this has proved itself to be a good purchase.  The auto open/close is quick and easy, the waterproofed fabric leaves very little to shake off.  The size is typical for small umbrellas, so you're dealing with the pro-con of carrying a nice, small collapsible vs. a huge, long (with extra-wide coverage) umbrella.  All in all, I'm quite happy.The closing function collapses the open umbrella; you still need to push the stem together to lock it closed / reload for auto opening.  The spring is quite stiff -- making opening very quick, but also requiring a bit of effort to close / reset.  No complaints! ...but the stiff spring makes me wonder about the longevity: how long will it last.  For the great price, though, if it lasts a year it's been a good purchase."
"A fantastic umbrella - good looking, sturdy, and compact",5,YES,0," May 14, 2018",SM,https://amazon.com//gp/profile/amzn1.account.AGPLEE3WROYHV5Z7MDECKX6VLU5A/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R3RWW241FXNDGS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"It might as well be the nicest umbrella we have ever owned! Seriously this is a very well-made umbrella which was actually designed with some milestones/goals in mind and the build quality is undoubtedly better that anything I have seen in my entire life. I bet that there are fancier or sturdier or more expensive ones out there, but by far, this comes across as a really trustworthy umbrella if there is such a thing! I strongly encourage others to try it out for a little more $$ than your average Walmart stuff."
I finally got a chance to use this umbrella and ...,5,YES,0," October 28, 2017",K Hu,https://amazon.com//gp/profile/amzn1.account.AGU5JDOUBW3GKV7FOY6XRQCEQMOQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1HXEJL1KEC437/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"I finally got a chance to use this umbrella and it broke the first time I used it. The canvas got detached from the one of the metal stickers the time I opened it. Very DISAPPOINTING. Also, unfortunately, I didn't get a chance to try it out the first month I bought it, I've no idea how to deal with this now.Update:The customer service is really really good. Within 24 hours after my previous review, their customer support specialist got back to me ordered a free replacement of the umbrella and now I got a new one and this one works pretty good so far. Nothing is better than a responsive and caring customer service, 5 star!"
*UPDATE: Great Customer Service!,5,YES,0," November 13, 2016",IC,https://amazon.com//gp/profile/amzn1.account.AEE3BWRTWIAESXDQKDRWNSLKF7SQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R2B8TVTG8YSL3U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"*UPDATE 3/12/2017* Upper Echelon reached out to me and offered a refund for the purchase of the umbrella. Great customer service, clearly this company cares about customer satisfaction! I will not hesitate to consider Upper Echelon for any future products I am in the market for that can be supplied by them.--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------The umbrella is very hard to close, takes a certain angle and more-than-expected amount of force to close the umbrella and lock it into place. The umbrella is also much smaller than I would have liked. With that said, it does well in poor weather."
"Sturdy looking umbrella, speedy open",4,YES,0," February 8, 2017",G. Nair,https://amazon.com//gp/profile/amzn1.account.AEFF5CR3JLAKE6X5Z5NSTB6XRBUQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R38A0TVIP8EM3T/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Looks sturdy and open close is swift and strong (good spring). Make sure you don't point it at anyone when opening. It can pack a punch. Had it a week, seems sturdy and will update if it flips during a gust.Lost one star because when I first opened it, two of the ribs appeared stuck to each other. After debating for a bit if that was a wind management feature or not, looked more closely and seemed like when it was last closed in factory, the two rib joints may have come too close and one of the metal strands looped on another and had to be separated. So hoping it does not happen again because the speed with which the umbrella shoots open may cause the fabric to rip if stressed by ribs being stuck."
"Nice, but annoying",3,YES,On," March 20, 2018",JZ1,https://amazon.com//gp/profile/amzn1.account.AHAKVYRLM7SEPXSS27UHLH4SXRAA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R7V648LS29H87/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"UPDATE:  They immediately emailed me apologizing for the umbrella not meeting my full expectations. They offered a full refund or a replacement.  I declined both options because the umbrella wasn't broken and a replacement would have the same issue.  They issued a refund anyway with their apologies  Needless to say, this company truly stands behind their products.  If only all companies were like this one.Nice but annoying.  I like the automatic open/close feature but it's a pain when you only want to close it temporarily.  It won't stay up unless you completely compress it to its original position which is a little difficult if you're carrying other things."
I love this little umbrella,5,YES,0," August 30, 2017",An Avid Reader,https://amazon.com//gp/profile/amzn1.account.AES2ZDDZUUILD6JSD3I2OTRQXHBQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R2LGI5IPIWXIKQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"I love this little umbrella. If you only purchase one umbrella, it should be this one. Folds up small, is compact enough to fit in a purse or car door, functions smoothly and has a decent sized dome. It's not as huge as the last one I had, but the last one I had didn't fold up small so I left it in the car half of the time... it does me no good there! I have had no issues with rust or water damage and have been using it in Florida where it rains nearly every day in the summer months. Great purchase!I will be buying another in the future as a spare or gift it to someone!"
Very Good Umbrella and Repels Water like crazy!,5,YES,0," November 15, 2017",Eric G.,https://amazon.com//gp/profile/amzn1.account.AGJ52UFKUQFRE2RTE7NRVPHA5A7Q/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R3PYSI529X76OB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"This umbrella is awesome, albeit a tad bit too small for me (I'm around 6'2"", so I need a little more coverage).  The repel feature is great, and only takes a couple of shakes to get most of the water off of it.  It doesn't soak in water either, so when it's time to put it up, I give it a couple of shakes and I'm good to go.  It's very compact, and fits in the side of my backpack (a swiss gear) easily with room to spare.  I've had it for about 4 months, and have taken it with me on a trip to Hong Kong, and it has held up very well.  I would definitely get another one if I need it."
Worked Great for a While.,1,YES,On," June 15, 2018",Marcos,https://amazon.com//gp/profile/amzn1.account.AGZC7HQ6LST7WYN32P2HZ4QBG6SA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R14W5II5GQRXAJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Worked Great for a While. Then it started sticking either open or closed. It's pretty hard to operate. It comes with a lifetime warranty so I contacted the Seller. The first time they promised to send a new one but never did. The second time they said they would send it right out but they never did. Promises, promises..."
Useless in any wind,1,YES,3," March 20, 2018",Abbey,https://amazon.com//gp/profile/amzn1.account.AFKXOA4CFWMIHNAWSRHQHYWTPWRA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R15J3P3LAN6Q14/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"I very rarely write reviews, but I felt this deserved one.  The first time I used this umbrella, it flipped inside out within thirty seconds of opening it, rendering it useless for its intended purpose. I was drenched, and very unhappy.  Will be returning (another thing I very rarely do)."
Water leaked through the fabric!,2,YES,0," April 29, 2018",Drummer52895,https://amazon.com//gp/profile/amzn1.account.AGPF2YHD2UO3KLQEQGRXVDCG26EQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R5MDW55CE91B3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"I bought this umbrella because it was the highest rated umbrella on Amazon. In a moderate rain storm the water actually leaked through the fabric material! I was shocked to look up and see water coming through part of the umbrella. The fabric seemed to be porous, there was no gaping hole or other defect.Also, moderate wind was able to flip this umbrella. It did not destroy the umbrella but it did flip. Not windproof, although it does seem more rigid than most umbrellas."
Best Travel Umbrella!,4,YES,On," May 26, 2017",Jonathan B.,https://amazon.com//gp/profile/amzn1.account.AGAKAY7GDDCIK2AUGKCJMX7WUDXQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1ORMF57BTS4UH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Bought this on some advice of a friend before an extended trip overseas to Taiwan. I took this through night markets, up the side of Yanmi Mountain, down to the coast in Yilan and everywhere in between. Also had a chance to use it multiple times in the Texas rainstorms on returning home. I personally think this is the best travel umbrella I have ever owned, and I now use it more than my larger ones because it is more convenient. Docked one star for the handle length. If you are a really tall person, like me, the shortness of the handle and smaller diameter of the actual umbrella takes some getting used to if you are carrying a full backpack during a downpour. I would recommend this to friends and purchase again."
